KOL ID,Serial Number,Project_Type,Project_Data_Point,Project_Data Point_Expl,Salutation,Last Name,First Name,Vlookup Name,Full Name,City,Country,Position,Department,Affiliation,E_mail,Contact Info,URL,Organization,Organization_Committee,Organization_Role,Congress,Congress_Year,Congress_Session,Congress_Title_of_Session,Congress_Role,Journal,Journal_Editorial Board,Journal_Role,Guideline_Name,Guideline_Year,Guideline_Role,CT_NCT_Id_Breast Cancer,title,recruiting,conditions,interventions,lead_sponsor,other_sponsor,phase,study_type,Role,start_dt,end_dt,First Author,Last Author,Total Pub Count,Total 2002-2006,Total 2007-2011,Total 2012-2017
,868,CLINICAL,ACADEMIC,ACADEMIC_The University of Texas MD Anderson Cancer Center,,Buchholz,Thomas A,Buchholz T,Thomas A Buchholz,Houston,USA,(Blank),(Blank),University of Texas MD Anderson Cancer Center,(Blank),(Blank),https://www.mdanderson.org/about-md-anderson/facts-history/shared-governance-committee.html,The University of Texas MD Anderson Cancer Center,Shared Governance Committee,Executive Vice President,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,869,CLINICAL,ACADEMIC,ACADEMIC_The University of Texas MD Anderson Cancer Center,,Buchholz,Thomas A,Buchholz T,Thomas A Buchholz,Houston,USA,(Blank),(Blank),University of Texas MD Anderson Cancer Center,(Blank),(Blank),https://www.mdanderson.org/patients-family/diagnosis-treatment/care-centers-clinics/breast-center/meet-our-team.html,The University of Texas MD Anderson Cancer Center,Nellie B. Connally Breast Center,Member,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,870,CLINICAL,ACADEMIC,ACADEMIC_The University of Texas MD Anderson Cancer Center,,Buchholz,Thomas A,Buchholz T,Thomas A Buchholz,Houston,USA,(Blank),(Blank),University of Texas MD Anderson Cancer Center,(Blank),(Blank),https://www.mdanderson.org/research/departments-labs-institutes/programs-centers/inflammatory-breast-cancer-research-program/members.html,The University of Texas MD Anderson Cancer Center,Inflammatory Breast Cancer Research Program,Special Advisor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,871,CLINICAL,ACADEMIC,ACADEMIC_The University of Texas MD Anderson Cancer Center,,Buchholz,Thomas A,Buchholz T,Thomas A Buchholz,Houston,USA,(Blank),(Blank),University of Texas MD Anderson Cancer Center,(Blank),(Blank),https://www.mdanderson.org/patients-family/diagnosis-treatment/care-centers-clinics/breast-center/inflammatory-breast-cancer-clinic.html,The University of Texas MD Anderson Cancer Center,Morgan Welch Inflammatory Breast Cancer Clinic,Member,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,902,CLINICAL,ACADEMIC,ACADEMIC_University of Cincinnati Cancer Institute,,Burnett,Riesa,Burnett R,Riesa Burnett,(Blank),USA,Associate Professor of Plastic & Reconstructive Surgery,Department of Surgery,UC Health Physicians Office South (West Chester),(Blank),(Blank),http://uchealth.com/cancer/centers-programs/breast-cancer-center/our-team/,University of Cincinnati Cancer Institute,Breast Cancer Center,Member,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,931,CLINICAL,ACADEMIC,ACADEMIC_University of Utah,,Buys,Saundra,Buys S,Saundra Buys,(Blank),USA,(Blank),(Blank),(Blank),(Blank),(Blank),https://healthcare.utah.edu/huntsmancancerinstitute/patient-care/clinics-and-care-teams/breast-cancer-program/our-team.php,University of Utah,Huntsman Cancer Institute’s Breast Cancer Program,Medical Oncologist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,932,CLINICAL,ACADEMIC,ACADEMIC_University of Utah,,Buys,Saundra,Buys S,Saundra Buys,(Blank),USA,(Blank),(Blank),(Blank),(Blank),(Blank),http://healthcare.utah.edu/huntsmancancerinstitute/patient-care/clinics-and-care-teams/high-risk-cancer-research-clinics-and-studies/high-risk-breast-cancer/our-team.php,University of Utah,High Risk Breast Cancer Program,Principle Investigator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,934,CLINICAL,ACADEMIC,ACADEMIC_The University of Texas MD Anderson Cancer Center,,Buzdar,Aman U,Buzdar A,Aman U Buzdar,(Blank),USA,(Blank),(Blank),(Blank),(Blank),(Blank),https://www.mdanderson.org/patients-family/diagnosis-treatment/care-centers-clinics/breast-center/meet-our-team.html,The University of Texas MD Anderson Cancer Center,Nellie B. Connally Breast Center,Member,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,936,CLINICAL,ACADEMIC,ACADEMIC_Stanford Health Care,,Byerwalter,Mariann,Byerwalter M,Mariann Byerwalter,(Blank),USA,(Blank),(Blank),(Blank),(Blank),(Blank),https://stanfordhealthcare.org/about-us/leadership.html,Stanford Health Care,Leadership team,Board Member,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,972,CLINICAL,ACADEMIC,ACADEMIC_Johns Hopkins University,,Camp,Melissa Suzanne,Camp M,Melissa Suzanne Camp,(Blank),USA,Assistant Professor of Surgery,(Blank),(Blank),(Blank),(Blank),http://www.hopkinsmedicine.org/breast_center/team_approach/our_team/breast_surgical_oncologists.html,Johns Hopkins University,Johns Hopkins Breast Center,Breast Surgical Oncologist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,979,CLINICAL,ACADEMIC,ACADEMIC_The University of Texas MD Anderson Cancer Center,,Candelaria,Rosalind,Candelaria R,Rosalind Candelaria,(Blank),USA,(Blank),(Blank),(Blank),(Blank),(Blank),https://www.mdanderson.org/patients-family/diagnosis-treatment/care-centers-clinics/breast-center/meet-our-team.html,The University of Texas MD Anderson Cancer Center,Nellie B. Connally Breast Center,Member,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,989,CLINICAL,ACADEMIC,ACADEMIC_Johns Hopkins University,,Capano,Mary,Capano M,Mary Capano,(Blank),USA,(Blank),(Blank),(Blank),(Blank),(Blank),http://www.hopkinsmedicine.org/breast_center/team_approach/our_team/nurses/,Johns Hopkins University,Johns Hopkins Breast Center,Nurse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1025,CLINICAL,ACADEMIC,ACADEMIC_Barbara Ann Karmanos Cancer Center,,Carolin,Kathleen,Carolin K,Kathleen Carolin,(Blank),USA,(Blank),(Blank),(Blank),(Blank),(Blank),http://www.karmanos.org/Leadership,Barbara Ann Karmanos Cancer Center,Leadership team,Chief Nursing Officer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1052,CLINICAL,ACADEMIC,ACADEMIC_University of Utah,,Catmull,Tyson,Catmull T,Tyson Catmull,(Blank),USA,(Blank),(Blank),(Blank),(Blank),(Blank),https://healthcare.utah.edu/huntsmancancerinstitute/patient-care/clinics-and-care-teams/breast-cancer-program/our-team.php,University of Utah,Huntsman Cancer Institute’s Breast Cancer Program,Nurse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1055,CLINICAL,ACADEMIC,ACADEMIC_The University of Texas MD Anderson Cancer Center,,Caudle,Abigail S.,Caudle A,Abigail S. Caudle,Houston,USA,(Blank),(Blank),Levine Cancer Institute and Carolinas HealthCare System,(Blank),(Blank),https://www.mdanderson.org/patients-family/diagnosis-treatment/care-centers-clinics/breast-center/meet-our-team.html,The University of Texas MD Anderson Cancer Center,Nellie B. Connally Breast Center,Member,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1078,CLINICAL,ACADEMIC,ACADEMIC_Stanford Health Care,,Chambers,Jeff,Chambers J,Jeff Chambers,(Blank),USA,(Blank),(Blank),(Blank),(Blank),(Blank),https://stanfordhealthcare.org/about-us/leadership.html,Stanford Health Care,Leadership team,Board Member,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1111,CLINICAL,ACADEMIC,ACADEMIC_University of Cincinnati Cancer Institute,,Charif,Mahmoud,Charif M,Mahmoud Charif,(Blank),USA,Assistant Professor of Medicine,Department of Internal Medicine,UC Health Barrett Cancer Center,(Blank),(Blank),http://uchealth.com/cancer/centers-programs/breast-cancer-center/our-team/,University of Cincinnati Cancer Institute,Breast Cancer Center,Member,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1117,CLINICAL,ACADEMIC,ACADEMIC_The University of Texas MD Anderson Cancer Center,,Chavez,Brenda,Chavez B,Brenda Chavez,(Blank),USA,(Blank),(Blank),(Blank),(Blank),(Blank),https://www.mdanderson.org/patients-family/diagnosis-treatment/care-centers-clinics/cancer-prevention-center/meet-our-team.html,The University of Texas MD Anderson Cancer Center,Cancer Prevention Center,Nurse practitioner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1119,CLINICAL,ACADEMIC,ACADEMIC_The University of Texas MD Anderson Cancer Center,,Chavez-MacGregor,Mariana,Chavez-MacGregor M,Mariana Chavez-MacGregor,Houston,USA,(Blank),(Blank),University of Texas MD Anderson Cancer Center,(Blank),(Blank),https://www.mdanderson.org/patients-family/diagnosis-treatment/care-centers-clinics/breast-center/meet-our-team.html,The University of Texas MD Anderson Cancer Center,Nellie B. Connally Breast Center,Member,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1134,CLINICAL,ACADEMIC,ACADEMIC_The University of Texas MD Anderson Cancer Center,,Chen,Junjie,Chen J,Junjie Chen,(Blank),USA,Chair,Experimental Radiation Oncology,(Blank),(Blank),(Blank),https://www.mdanderson.org/cancermoonshots/cancer-types/breast.html,The University of Texas MD Anderson Cancer Center,Breast Cancer Moon Shot ,Member,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1135,CLINICAL,ACADEMIC,ACADEMIC_The University of Texas MD Anderson Cancer Center,,Chen,Karen,Chen K,Karen Chen,(Blank),USA,(Blank),(Blank),(Blank),(Blank),(Blank),https://www.mdanderson.org/patients-family/diagnosis-treatment/care-centers-clinics/cancer-prevention-center/meet-our-team.html,The University of Texas MD Anderson Cancer Center,Cancer Prevention Center,Member,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1138,CLINICAL,ACADEMIC,ACADEMIC_Stanford Health Care,,Chen,May Cheng-Su,Chen M,May Cheng-Su Chen,(Blank),USA,(Blank),(Blank),Stanford Cancer Center South Bay,(Blank),(Blank),https://stanfordhealthcare.org/content/shc/en/search-results.doctors.html/&sp_clinics%7C/medical-clinics/breast-cancer-program.html%7CBreast%20Cancer%20Program#&x1=sp_spec_care_phy&q1=true&x2=sp_dr_title_groups&q2=Oncology&x3=sp_dr_titles&q3=Medical%20oncologist,Stanford Health Care,Breast Cancer Program,Medical oncologist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1146,CLINICAL,ACADEMIC,ACADEMIC_Stanford Health Care,,Chen,Thomas T,Chen T,Thomas T Chen,(Blank),USA,(Blank),(Blank),Stanford Cancer Center South Bay,(Blank),(Blank),https://stanfordhealthcare.org/content/shc/en/search-results.doctors.html/&sp_clinics%7C/medical-clinics/breast-cancer-program.html%7CBreast%20Cancer%20Program#&x1=sp_spec_care_phy&q1=true&x2=sp_dr_title_groups&q2=Oncology&x3=sp_dr_titles&q3=Medical%20oncologist,Stanford Health Care,Breast Cancer Program,Medical oncologist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1189,CLINICAL,ACADEMIC,ACADEMIC_Barbara Ann Karmanos Cancer Center,,Chism,Lisa,Chism L,Lisa Chism,(Blank),USA,(Blank),(Blank),(Blank),(Blank),(Blank),http://www.karmanos.org/cancer-care/teams/breast-team,Barbara Ann Karmanos Cancer Center,Breast Cancer Program,Women’s Wellness Clinic Nurse Practitioner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1200,CLINICAL,ACADEMIC,ACADEMIC_Barbara Ann Karmanos Cancer Center,,Choi,Lydia,Choi L,Lydia Choi,(Blank),USA,(Blank),(Blank),(Blank),(Blank),(Blank),http://www.karmanos.org/cancer-care/teams/breast-team,Barbara Ann Karmanos Cancer Center,Breast Cancer Program,Surgical Oncologist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1201,CLINICAL,ACADEMIC,ACADEMIC_The University of Texas MD Anderson Cancer Center,,Choksi,Adrienne,Choksi A,Adrienne Choksi,(Blank),USA,(Blank),(Blank),(Blank),(Blank),(Blank),https://www.mdanderson.org/patients-family/diagnosis-treatment/care-centers-clinics/cancer-prevention-center/meet-our-team.html,The University of Texas MD Anderson Cancer Center,Cancer Prevention Center,Member,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1202,CLINICAL,ACADEMIC,ACADEMIC_The University of Texas MD Anderson Cancer Center,,Chon,Susan,Chon S,Susan Chon,(Blank),USA,(Blank),(Blank),(Blank),(Blank),(Blank),https://www.mdanderson.org/patients-family/diagnosis-treatment/care-centers-clinics/cancer-prevention-center/meet-our-team.html,The University of Texas MD Anderson Cancer Center,Cancer Prevention Center,Member,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1229,CLINICAL,ACADEMIC,ACADEMIC_Johns Hopkins University,,Cimino-Mathews,Ashley,Cimino-Mathews A,Ashley Cimino-Mathews,(Blank),USA,Associate Professor of Pathology,(Blank),(Blank),(Blank),(Blank),http://pathology.jhu.edu/breast/expertise.php,Johns Hopkins University,Breast Cancer & Breast Pathology,Member,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1230,CLINICAL,ACADEMIC,ACADEMIC_Johns Hopkins University,,Cimino-Mathews,Ashley,Cimino-Mathews A,Ashley Cimino-Mathews,(Blank),USA,Associate Professor of Pathology,(Blank),(Blank),(Blank),(Blank),http://www.hopkinsmedicine.org/breast_center/team_approach/our_team/diagnosticians/pathology.html,Johns Hopkins University,Johns Hopkins Breast Center,Diagnosticians,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1232,CLINICAL,ACADEMIC,ACADEMIC_Stanford Health Care,,Cisco,Robin M,Cisco R,Robin M Cisco,(Blank),USA,Clinical Assistant Professor,(Blank),Stanford Cancer Center South Bay,(Blank),(Blank),https://stanfordhealthcare.org/content/shc/en/search-results.doctors.html/&sp_clinics%7C/medical-clinics/breast-cancer-program.html%7CBreast%20Cancer%20Program#&x1=sp_spec_care_phy&q1=true&x2=sp_dr_title_groups&q2=Surgery&x3=sp_dr_titles&q3=General%20surgeon,Stanford Health Care,Breast Cancer Program,General surgeon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1234,CLINICAL,ACADEMIC,ACADEMIC_The University of Texas MD Anderson Cancer Center,,Ciurea,Ana,Ciurea A,Ana Ciurea,(Blank),USA,(Blank),(Blank),(Blank),(Blank),(Blank),https://www.mdanderson.org/patients-family/diagnosis-treatment/care-centers-clinics/cancer-prevention-center/meet-our-team.html,The University of Texas MD Anderson Cancer Center,Cancer Prevention Center,Member,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1275,CLINICAL,ACADEMIC,ACADEMIC_University of Utah,,Cohen,Adam,Cohen A,Adam Cohen,(Blank),USA,(Blank),(Blank),(Blank),(Blank),(Blank),https://healthcare.utah.edu/huntsmancancerinstitute/patient-care/clinics-and-care-teams/breast-cancer-program/our-team.php,University of Utah,Huntsman Cancer Institute’s Breast Cancer Program,Medical Oncologist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1309,CLINICAL,ACADEMIC,ACADEMIC_University of Utah,,Colonna,Sarah,Colonna S,Sarah Colonna,(Blank),USA,(Blank),(Blank),(Blank),(Blank),(Blank),https://healthcare.utah.edu/huntsmancancerinstitute/patient-care/clinics-and-care-teams/breast-cancer-program/our-team.php,University of Utah,Huntsman Cancer Institute’s Breast Cancer Program,Medical Oncologist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1320,CLINICAL,ACADEMIC,ACADEMIC_Stanford Health Care,,Comolli,Bret,Comolli B,Bret Comolli,(Blank),USA,(Blank),(Blank),(Blank),(Blank),(Blank),https://stanfordhealthcare.org/about-us/leadership.html,Stanford Health Care,Leadership team,Board Member,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1327,CLINICAL,ACADEMIC,ACADEMIC_University of Utah,,Conder,Rosemary,Conder R,Rosemary Conder,(Blank),USA,(Blank),(Blank),(Blank),(Blank),(Blank),https://healthcare.utah.edu/huntsmancancerinstitute/patient-care/clinics-and-care-teams/breast-cancer-program/our-team.php,University of Utah,Huntsman Cancer Institute’s Breast Cancer Program,Medical Oncologist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1332,CLINICAL,ACADEMIC,ACADEMIC_University of Utah,,Conner,Tom,Conner T,Tom Conner,(Blank),USA,(Blank),(Blank),(Blank),(Blank),(Blank),http://healthcare.utah.edu/huntsmancancerinstitute/patient-care/clinics-and-care-teams/high-risk-cancer-research-clinics-and-studies/high-risk-breast-cancer/our-team.php,University of Utah,High Risk Breast Cancer Program,Clinical Research Coordinator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1334,CLINICAL,ACADEMIC,ACADEMIC_Barbara Ann Karmanos Cancer Center,,Connolly,Irene,Connolly I,Irene Connolly,(Blank),USA,(Blank),(Blank),(Blank),(Blank),(Blank),http://www.karmanos.org/cancer-care/teams/breast-team,Barbara Ann Karmanos Cancer Center,Breast Cancer Program,Medical Oncologists ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1335,CLINICAL,ACADEMIC,ACADEMIC_Johns Hopkins University,,Connolly,Roisin Maritxell,Connolly R,Roisin Maritxell Connolly,(Blank),USA,Assistant Professor of Oncology,(Blank),(Blank),(Blank),(Blank),http://www.hopkinsmedicine.org/breast_center/team_approach/our_team/medical_oncologists.html,Johns Hopkins University,Johns Hopkins Breast Center,Medical Oncologist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1336,CLINICAL,ACADEMIC,ACADEMIC_Stanford Health Care,,Connor,David,Connor D,David Connor,(Blank),USA,(Blank),(Blank),(Blank),(Blank),(Blank),https://stanfordhealthcare.org/about-us/leadership.html,Stanford Health Care,Leadership team,Interim Chief Financial Officer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1340,CLINICAL,ACADEMIC,ACADEMIC_Johns Hopkins University,,Constance,Ziegfeld,Constance Z,Ziegfeld Constance,(Blank),USA,(Blank),(Blank),(Blank),(Blank),(Blank),http://www.hopkinsmedicine.org/breast_center/team_approach/our_team/diagnosticians/genetic_counseling_testing/,Johns Hopkins University,Johns Hopkins Breast Center,Diagnosticians,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1349,CLINICAL,ACADEMIC,ACADEMIC_The University of Texas MD Anderson Cancer Center,,Cook,Elise D,Cook E,Elise D Cook,(Blank),USA,(Blank),(Blank),(Blank),(Blank),(Blank),https://www.mdanderson.org/patients-family/diagnosis-treatment/care-centers-clinics/cancer-prevention-center/meet-our-team.html,The University of Texas MD Anderson Cancer Center,Cancer Prevention Center,Member,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1355,CLINICAL,ACADEMIC,ACADEMIC_Johns Hopkins University,,Cooney,Damon Sean,Cooney D,Damon Sean Cooney,(Blank),USA,Assistant Professor of Plastic and Reconstructive Surgery,(Blank),(Blank),(Blank),(Blank),http://www.hopkinsmedicine.org/breast_center/team_approach/our_team/breast_plastic_reconstructive_surgeons.html,Johns Hopkins University,Johns Hopkins Breast Center,Breast Plastic and Reconstructive Surgeon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1375,CLINICAL,ACADEMIC,ACADEMIC_Barbara Ann Karmanos Cancer Center,,Cote,Michele L,Cote M,Michele L Cote,(Blank),USA,(Blank),(Blank),(Blank),(Blank),(Blank),http://www.karmanos.org/Leadership,Barbara Ann Karmanos Cancer Center,Leadership team,"Associate Center Director, Education",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1405,CLINICAL,ACADEMIC,ACADEMIC_The University of Texas MD Anderson Cancer Center,,Coyne,Robin L,Coyne R,Robin L Coyne,(Blank),USA,(Blank),(Blank),(Blank),(Blank),(Blank),https://www.mdanderson.org/patients-family/diagnosis-treatment/care-centers-clinics/cancer-prevention-center/meet-our-team.html,The University of Texas MD Anderson Cancer Center,Cancer Prevention Center,Nurse practitioner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1407,CLINICAL,ACADEMIC,ACADEMIC_Johns Hopkins University,,Cramer,Angie L,Cramer A,Angie L Cramer,(Blank),USA,(Blank),(Blank),(Blank),(Blank),(Blank),http://www.hopkinsmedicine.org/breast_center/team_approach/our_team/nurses/,Johns Hopkins University,Johns Hopkins Breast Center,Nurse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1419,CLINICAL,ACADEMIC,ACADEMIC_Johns Hopkins University,,Croog,Victoria Jane,Croog V,Victoria Jane Croog,(Blank),USA,(Blank),(Blank),(Blank),(Blank),(Blank),http://www.hopkinsmedicine.org/breast_center/team_approach/our_team/radiation_oncologists.html,Johns Hopkins University,Johns Hopkins Breast Center,Radiation Oncologist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1462,CLINICAL,ACADEMIC,ACADEMIC_The University of Texas MD Anderson Cancer Center,,Dains,Joyce,Dains J,Joyce Dains,(Blank),USA,(Blank),(Blank),(Blank),(Blank),(Blank),https://www.mdanderson.org/patients-family/diagnosis-treatment/care-centers-clinics/cancer-prevention-center/meet-our-team.html,The University of Texas MD Anderson Cancer Center,Cancer Prevention Center,Nurse practitioner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1466,CLINICAL,ACADEMIC,ACADEMIC_University of Cincinnati Cancer Institute,,Dale,Elizabeth,Dale E,Elizabeth Dale,(Blank),USA,Assistant Professor of Surgery,Department of Surgery,Shriners Hospital for Children - Cincinnati,(Blank),(Blank),http://uchealth.com/cancer/centers-programs/breast-cancer-center/our-team/,University of Cincinnati Cancer Institute,Breast Cancer Center,Member,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1479,CLINICAL,ACADEMIC,ACADEMIC_The University of Texas MD Anderson Cancer Center,,Damodaran,Senthil,Damodaran S,Senthil Damodaran,(Blank),USA,(Blank),(Blank),(Blank),(Blank),(Blank),https://www.mdanderson.org/patients-family/diagnosis-treatment/care-centers-clinics/breast-center/meet-our-team.html,The University of Texas MD Anderson Cancer Center,Nellie B. Connally Breast Center,Member,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1480,CLINICAL,ACADEMIC,ACADEMIC_Stanford Health Care,,Damrose,Ed,Damrose E,Ed Damrose,(Blank),USA,(Blank),(Blank),(Blank),(Blank),(Blank),https://stanfordhealthcare.org/about-us/leadership.html,Stanford Health Care,Leadership team,Vice Chief of the Medical Staff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1534,CLINICAL,ACADEMIC,ACADEMIC_Stanford Health Care,,Dawes,Christopher,Dawes C,Christopher Dawes,(Blank),USA,(Blank),(Blank),(Blank),(Blank),(Blank),https://stanfordhealthcare.org/about-us/leadership.html,Stanford Health Care,Leadership team,Board Member,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1539,CLINICAL,ACADEMIC,ACADEMIC_The University of Texas MD Anderson Cancer Center,,Day,Suzanne,Day S,Suzanne Day,(Blank),USA,(Blank),(Blank),(Blank),(Blank),(Blank),https://www.mdanderson.org/patients-family/diagnosis-treatment/care-centers-clinics/cancer-prevention-center/meet-our-team.html,The University of Texas MD Anderson Cancer Center,Cancer Prevention Center,Nurse practitioner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1550,CLINICAL,ACADEMIC,ACADEMIC_University of Utah,,De La Torre,Laura,De La Torre L,Laura De La Torre,(Blank),USA,(Blank),(Blank),(Blank),(Blank),(Blank),https://healthcare.utah.edu/huntsmancancerinstitute/patient-care/clinics-and-care-teams/breast-cancer-program/our-team.php,University of Utah,Huntsman Cancer Institute’s Breast Cancer Program,Outpatient Service Specialist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
